Threads;Seconds
1;0.300075
2;0.167203
3;0.136413
4;0.115529
5;0.096691
6;0.096803
7;0.115860
8;0.085471
9;0.136936
10;0.118360
12;0.076920
14;0.170020
15;0.158704
16;0.149503
18;0.131361
20;0.110942
21;0.101833
24;0.076683
25;0.067115
