1		0.000313
2		0.000237
3		0.000236
4		0.000240
5		0.000238
6		0.000236
7		0.000245
8		0.000235
9		0.000247
10		0.000349
12		0.000237
14		0.000235
16		0.000240
18		0.000235
20		0.000241
15		0.000234
21		0.000251
24		0.000235
27		0.000311
30		0.000234
28		0.000239
32		0.000236
36		0.000244
40		0.000235
25		0.000235
35		0.000234
45		0.000232
50		0.000231
42		0.000236
48		0.000237
54		0.000242
60		0.000343
49		0.000243
56		0.000232
63		0.000235
70		0.000243
64		0.000241
72		0.000236
80		0.000233
81		0.000236
90		0.000261
100		0.000236
84		0.000247
96		0.000238
108		0.000233
120		0.000262
98		0.000237
112		0.000248
126		0.000234
140		0.000235
128		0.000237
144		0.000292
160		0.000272
162		0.000243
180		0.000256
200		0.000248
75		0.000237
105		0.000244
135		0.000235
150		0.000234
147		0.000243
168		0.000240
189		0.000242
210		0.000249
192		0.000234
216		0.000240
240		0.000257
243		0.000237
270		0.000234
300		0.000244
196		0.000234
224		0.000240
252		0.000249
280		0.000242
256		0.000256
288		0.000257
320		0.000256
324		0.000242
360		0.000294
400		0.000243
125		0.000235
175		0.000325
225		0.000234
250		0.000243
245		0.000283
315		0.000234
350		0.000266
405		0.000261
450		0.000251
500		0.000242
294		0.000234
336		0.000235
378		0.000236
420		0.000236
384		0.000235
432		0.000234
480		0.000236
486		0.000246
540		0.000234
600		0.000236
343		0.000241
392		0.000267
441		0.000245
490		0.000306
448		0.000312
504		0.000243
560		0.000287
567		0.000246
630		0.000271
600		0.000257
512		0.000240
576		0.000238
640		0.000240
648		0.000246
630		0.000240
630		0.000233
648		0.000233
640		0.000235
648		0.000331
648		0.000315
588		0.000238
672		0.000246
378		0.000325
420		0.000232
384		0.000234
432		0.000238
480		0.000249
486		0.000335
540		0.000236
600		0.000246
343		0.000258
392		0.000255
441		0.000243
490		0.000343
448		0.000250
504		0.000246
560		0.000242
567		0.000234
630		0.000234
600		0.000248
512		0.000262
576		0.000243
640		0.000262
648		0.000244
630		0.000253
630		0.000237
648		0.000257
640		0.000240
648		0.000237
648		0.000255
375		0.000252
525		0.000238
675		0.000237
500		0.000236
490		0.000243
630		0.000247
560		0.000250
648		0.000237
640		0.000242
648		0.000236
588		0.000237
672		0.000239
648		0.000236
648		0.000240
672		0.000253
672		0.000238
378		0.000241
384		0.000238
432		0.000237
486		0.000235
343		0.000249
392		0.000235
441		0.000233
448		0.000243
504		0.000336
567		0.000236
512		0.000247
576		0.000234
648		0.000235
648		0.000245
648		0.000244
504		0.000244
576		0.000246
648		0.000255
588		0.000246
672		0.000239
630		0.000249
640		0.000246
630		0.000237
640		0.000235
588		0.000238
672		0.000238
648		0.000234
672		0.000234
672		0.000239
384		0.000236
343		0.000236
392		0.000236
448		0.000254
512		0.000245
625		0.000335
560		0.000246
576		0.000250
640		0.000248
672		0.000324
576		0.000239
648		0.000244
576		0.000245
648		0.000236
648		0.000234
648		0.000244
600		0.000246
675		0.000234
490		0.000235
560		0.000238
640		0.000246
588		0.000315
672		0.000237
672		0.000239
343		0.000254
600		0.000244
600		0.000245
525		0.000259
600		0.000252
540		0.000251
630		0.000248
576		0.000245
588		0.000246
672		0.000241
672		0.000243
648		0.000246
630		0.000246
600		0.000271
630		0.000248
630		0.000246
490		0.000242
648		0.000237
504		0.000238
588		0.000235
588		0.000272
625		0.000244
600		0.000249
560		0.000254
640		0.000320
576		0.000253
672		0.000240
640		0.000237
672		0.000274
672		0.000244
588		0.000350
600		0.000252
600		0.000242
525		0.000249
540		0.000261
630		0.000252
588		0.000324
648		0.000249
630		0.000246
630		0.000256
648		0.000245
625		0.000369
600		0.000242
560		0.000249
576		0.000260
672		0.000244
672		0.000245
600		0.000242
600		0.000239
540		0.000236
648		0.000253
625		0.000234
600		0.000237
576		0.000234
600		0.000243
625		0.000256
