Processes	Seconds
1		16.859513
2		8.502582
3		5.694502
4		4.292475
5		3.437683
6		3.015697
7		3.417305
8		3.289408
9		3.356666
10		3.279287
11		3.209940
12		3.244898
13		3.230551
14		3.200580
15		3.271270
16		3.212021
17		3.245857
18		3.241701
19		3.213481
20		3.223383
21		3.223243
22		3.222465
23		3.220230
24		3.224494
