Processes	Seconds
1		0.032932
2		0.014047
3		0.020794
4		0.014334
5		0.014753
6		0.017516
7		0.008699
8		0.015221
9		0.013558
10		0.012176
11		0.017623
12		0.017351
13		0.033690
14		0.036529
15		0.036281
16		0.026615
17		0.036594
18		0.037892
19		0.044138
20		0.042575
21		0.045452
22		0.025272
23		0.021897
24		0.017249
