Processes	Seconds
1		636.475575
2		324.088999
3		325.102145
4		322.082456
5		323.273403
6		322.304220
7		323.681354
8		322.451189
9		322.774376
10		322.071071
11		324.712300
12		388.585101
13		390.066393
14		387.095856
15		392.661994
16		398.100132
17		391.316907
18		393.485682
19		392.920772
20		394.564192
21		392.579446
22		391.046616
23		392.522483
24		388.004772
25		400.837284
26		396.148482
27		401.124357
28		392.690942
29		390.801993
30		428.488821
