Processes	Seconds
1		26.624583
2		14.933739
3		13.518339
4		13.671475
5		13.382897
6		13.347151
7		13.458313
8		13.837153
9		13.849304
10		13.382721
11		13.344657
12		13.358517
13		13.378253
14		13.383920
15		13.366218
16		13.351583
17		13.399388
18		13.500590
19		13.349199
20		13.370006
21		13.670383
22		13.636036
23		13.513669
24		14.151261
25		13.566989
26		13.384620
27		13.389992
28		13.689177
29		13.835656
30		13.492783
