Processes	Seconds
1		0.002398
2		0.001401
3		0.002018
4		0.002912
5		0.003115
6		0.002834
7		0.003177
8		0.002699
9		0.002828
10		0.003097
11		0.003188
12		0.003158
13		0.003410
14		0.003404
15		0.003931
16		0.003880
17		0.003964
18		0.004676
19		0.004031
20		0.003937
21		0.004343
22		0.004894
23		0.005121
24		0.005027
25		0.006671
26		0.005358
27		0.005436
28		0.006151
29		0.006063
30		0.004674
