Processes	Seconds
1		0.000547
2		0.000747
3		0.000742
4		0.000937
5		0.001047
6		0.001295
7		0.001326
8		0.001518
9		0.001727
10		0.001706
11		0.001913
12		0.002466
13		0.002279
14		0.002612
15		0.002624
16		0.002800
17		0.002630
18		0.003294
19		0.003506
20		0.003130
21		0.004066
22		0.004390
23		0.004904
24		0.004557
