Processes	Seconds
1		1.099254
2		0.559830
3		0.603942
4		0.555606
5		0.564709
6		0.559033
7		0.558568
8		0.556644
9		0.555418
10		0.556174
11		0.561422
12		0.560049
13		0.564300
14		0.561354
15		0.559724
16		0.561238
17		0.575011
18		0.566519
19		0.575076
20		0.563813
21		0.567344
22		0.565098
23		0.585384
24		0.572396
25		0.566303
26		0.566260
27		0.566338
28		0.564557
29		0.566559
30		0.569600
