Processes	Seconds
1		0.046986
2		0.027255
3		0.027330
4		0.034928
5		0.025406
6		0.024939
7		0.026380
8		0.029578
9		0.025446
10		0.025947
11		0.027232
12		0.027498
13		0.028648
14		0.028628
15		0.029524
16		0.029313
17		0.029796
18		0.030167
19		0.030095
20		0.029369
21		0.027936
22		0.029627
23		0.028295
24		0.031955
25		0.031500
26		0.031972
27		0.031772
28		0.031303
29		0.033019
30		0.032181
