Processes	Seconds
1		0.000505
2		0.000662
3		0.001022
4		0.001279
5		0.001444
6		0.001529
7		0.001962
8		0.001962
9		0.002252
10		0.002411
11		0.002424
12		0.002780
13		0.002713
14		0.003254
15		0.003375
16		0.004050
17		0.004345
18		0.003607
19		0.004864
20		0.004729
21		0.005358
22		0.004150
23		0.005802
24		0.004697
25		0.005900
26		0.004922
27		0.005895
28		0.005537
29		0.006000
30		0.005947
