Processes	Seconds
1		0.000234
2		0.000471
3		0.000788
4		0.001110
5		0.001489
6		0.001784
7		0.001868
8		0.001975
9		0.002438
10		0.002214
11		0.002124
12		0.002846
13		0.002590
14		0.002654
15		0.002742
16		0.003513
17		0.002969
18		0.003327
19		0.003929
20		0.004257
21		0.004873
22		0.004064
23		0.004607
24		0.005185
25		0.005618
26		0.005183
27		0.005699
28		0.005488
29		0.006080
30		0.005721
