Processes	Seconds
1		0.007403
2		0.004186
3		0.005962
4		0.006975
5		0.005093
6		0.005385
7		0.006378
8		0.005616
9		0.006049
10		0.005972
11		0.006159
12		0.006170
13		0.006982
14		0.006812
15		0.007344
16		0.007158
17		0.006807
18		0.007643
19		0.007431
20		0.008403
21		0.008634
22		0.008349
23		0.008107
24		0.008262
25		0.008821
26		0.009352
27		0.009637
28		0.010109
29		0.010352
30		0.009528
