Processes	Seconds
1		0.207289
2		0.105252
3		0.110920
4		0.114775
5		0.109697
6		0.108097
7		0.105974
8		0.105806
9		0.107219
10		0.106796
11		0.108688
12		0.109059
13		0.109521
14		0.108659
15		0.107630
16		0.108874
17		0.108565
18		0.108480
19		0.108556
20		0.109658
21		0.108879
22		0.108462
23		0.111784
24		0.108866
25		0.109840
26		0.109821
27		0.119495
28		0.118900
29		0.110809
30		0.111959
