Processes	Seconds
1		0.000270
2		0.000564
3		0.001002
4		0.000954
5		0.001068
6		0.001228
7		0.001564
8		0.001531
9		0.001670
10		0.002292
11		0.002361
12		0.002358
13		0.002545
14		0.003140
15		0.002937
16		0.003267
17		0.002996
18		0.003720
19		0.003603
20		0.004530
21		0.004648
22		0.004538
23		0.004951
24		0.004673
