Processes	Seconds
1		166.286586
2		83.327578
3		84.839543
4		83.385823
5		83.451229
6		83.805747
7		83.532350
8		84.279275
9		84.000892
10		83.342750
11		84.144508
12		83.527904
13		83.396746
14		83.441591
15		84.016114
16		83.404735
17		83.734071
18		83.414237
19		84.678513
20		83.367550
21		83.698796
22		83.985388
23		83.389903
24		84.008805
25		83.842049
26		83.773296
27		83.522165
28		83.608704
29		83.560111
30		83.366452
