Processes	Seconds
1		5.993365
2		3.005596
3		3.120455
4		3.006394
5		3.015483
6		3.003860
7		3.006016
8		3.031000
9		3.030470
10		2.996487
11		2.998140
12		2.998206
13		3.137568
14		2.998954
15		3.000757
16		3.013553
17		3.003419
18		3.002584
19		3.020719
20		3.003479
21		3.004420
22		3.008298
23		3.008431
24		3.009149
25		3.002509
26		3.007593
27		3.007123
28		3.003828
29		3.011793
30		3.006991
