Processes	Seconds
1		3.447970
2		1.706853
3		1.157107
4		0.871317
5		0.725147
6		0.580980
7		0.669492
8		0.633027
9		0.465917
10		0.401328
11		0.328762
12		0.294643
13		0.273656
14		0.254179
15		0.315299
16		0.304849
17		0.281997
18		0.196547
19		0.276165
20		0.178467
21		0.172845
22		0.166438
