Processes	Seconds
1		0.178669
2		0.076090
3		0.051484
4		0.038435
5		0.031431
6		0.026084
7		0.023343
8		0.020316
9		0.022383
10		0.021948
11		0.019432
12		0.017747
13		0.015658
14		0.016180
15		0.015462
16		0.013235
17		0.016239
18		0.038584
19		0.012330
20		0.015119
21		0.026109
22		0.012453
23		0.024065
24		0.034355
25		0.027167
26		0.016314
27		0.036461
28		0.025387
29		0.031935
30		0.034233
31		0.014565
32		0.012592
33		0.043366
34		0.033622
