Processes	Seconds
1		1416.790901
2		707.492593
3		471.524589
4		353.976459
5		356.007067
6		353.994968
7		354.704319
8		354.311253
9		355.958300
10		356.895474
11		359.963233
12		359.867368
13		362.090453
14		362.587397
15		363.222507
16		362.637423
17		363.610530
18		364.285606
19		363.902632
20		363.364895
21		364.089339
22		363.782493
23		363.753161
24		363.963598
25		363.895438
26		364.081361
27		364.357256
28		364.157383
29		364.889245
