Processes	Seconds
1		0.084680
2		0.042576
3		0.033145
4		0.024364
5		0.027822
6		0.026780
7		0.034515
8		0.021347
9		0.038595
10		0.031943
11		0.027292
12		0.022467
13		0.019306
14		0.084602
15		0.084331
16		0.087223
17		0.084279
18		0.086261
19		0.084026
20		0.083385
21		0.086920
22		0.085691
23		0.086245
24		0.082949
25		0.076455
26		0.086194
